Item Name,Item Rating,Total number of ratings,Item Price,Item Delivery Date,Item Url
"Vintage JBL LX500 Speakers 3-way with 8"" Woofers",0.0,0,269.95,,https://www.ebay.com/itm/224707919990?epid=1239222434&_trkparms=ispr%3D1&hash=item3451a2c076:g:NtkAAOSwqWFhkA7Q&amdata=enc%3AAQAGAAACkPYe5NmHp%252B2JMhMi7yxGiTJkPrKr5t53CooMSQt2orsSvtkx670Z0mbyfWqmxLFLYfhgxj7311UTegbvrt2mBj0EXvChacrE0pyUxBLCkoBbHDj2hxmSVTUlobiZTENt3tTZNtGCT98YV10R2MkK16%252F9fhoW6MDcK73JeP3cjfnHKv6PfGPNvPEn4fNs3dyYKxNx0z3IA%252BaHFkLqmd2bO7L0flGUxbA%252BmTwj8mVjbCBM8NtjA0rrVhUWJj%252F1zvpq3MxI1hoXrjkNWqyOZbBAU4YVGD8zqvfX9HKeTRRJRIgM5I7u7cWZXVqMfplsgb%252Bq25%252FCawlhTleuKSfmXbSrHAU5QRdC0FYsKVm4DSHBQB%252BQ2bO85IMiJ3EFFfsu0jLzzdy%252BCrQXjvsY%252FqN%252B9rjTOHkkMxpXumF7dXCbOjmOZoj0yYTvC9fTIuh9%252BNpvO2915LfDAgpfaPwFlO0tzJn68IYR2qGD6BYOT20Fu3RjW8TZHzVkL%252BDgC04GCinA4IPkLABGGE8gd79V%252B0T8TH31RLGb6UorWHH8Sdw%252FLXwH0DBkQ4kYKvhvl4S75Zqi7vGRKAJlgzrv%252B9fif2B6BBxkIpOTc8wxlDC6sv9ao8pCrQ9affyZHTH32%252BlCeBYkOfbDYYaqrDMBDj3hqmP3RjBjlkmI93QhaNWi%252BV0Ov%252FSrJa9caJhQLPODMV0z84muBSXCPFeTPPzq2aREZDQE%252FkqTJhsdMGQgdYzYao2mKT7VHjKbx94DTNM6mW4%252FUWkn4GIwtUfcGWUcCE4GKxl2F2jWFe2BBR%252FfsHEJLcOcZ9rs1fwv63%252FfGoLV1ljHT31bHxK0Y9EQmPQ2ZxQmbTQ4W2lpB%252BRfcAdim628IZvJCUdUC03a%7Cclp%3A2334524%7Ctkp%3ABFBM_smoirZf
JBL Sovereign C60 SR8,0.0,0,5000.0,,https://www.ebay.com/itm/255257911478?hash=item3b6e8ea0b6:g:6PsAAOSwHRphqCSF
jbl flip 4 waterproof portable bluetooth speaker,0.0,0,29.3,,https://www.ebay.com/itm/275060817669?hash=item400ae6ff05:g:W7YAAOSwt-xhtJ4G
New ListingJBL CLIP3BLK Waterproof Portable Bluetooth Speaker - Black: New - Factory Sealed,5.0,107,39.5,,https://www.ebay.com/itm/133962318648?epid=12031232589&hash=item1f30c6c338:g:bXYAAOSwNplhtSgp
JBL CHARGE 4 RED Waterproof Bluetooth Wireless Speaker - Red,5.0,112,60.0,,https://www.ebay.com/itm/185205058214?epid=19033159254&hash=item2b1f14eaa6:g:I6IAAOSwxyVhZISa
"JBL D315  Decade series  15""  woofer PERFECT!!",0.0,0,550.0,,https://www.ebay.com/itm/275029511875?hash=item4009094ec3:g:ndEAAOSwddNhkzCD
JBL Charge 5 Portable Speaker System - Grey and red  ( LOT B725),5.0,2,94.0,,https://www.ebay.com/itm/353807726530?epid=11048500971&hash=item52609577c2:g:hygAAOSwAENhshZC
Authentic JBL Xtreme 2 Portable Bluetooth Waterproof Speaker - Black   # 1 3,5.0,356,179.99,,https://www.ebay.com/itm/224712145593?epid=17029957186&_trkparms=ispr%3D1&hash=item3451e33ab9:g:3mwAAOSw9i5htmrZ&amdata=enc%3AAQAGAAACoPYe5NmHp%252B2JMhMi7yxGiTJkPrKr5t53CooMSQt2orsSvtkx670Z0mbyfWqmxLFLYaB0GTFAV4UscmF3dC6q37ggDjZpbGLu7QOq8x81KYW6%252Bf8dhqQ5Y1rSspP51QEqy%252FwrxZzzOi96gpB7IPDERbf5CNseu3QXjKuN8e%252F2d6VPWD%252F%252B%252FQi5jk1MKvSgO5jbJ0U9ND%252BOGp8dVQQAftirkDcnj%252BjrRl6erZnGZeERkkup%252FUimyWfhhMedQ97CC1YKATPC33Ng3KqCdi3SMV%252BcL6UwxDVRYklkrdaJpp5fjmSjEqCT0UX%252FmrdUaDs3vK8uLuy4g8GplFjv9kEH%252Fgkh86iTCBUEHjx6TQ8WUplkcuRzG9BQdjka2rS1c2cwMWWAmcrqw89dmKyaMnH33aF2JtdW4gBmSrgUQ2%252FhGRM4b8YGKYYylaPaBjgtMPdStfrXRzuXo7jmLvHGU3WeS7nGjSC8I9Vy8jvXkzBY0FEgn9H5PnSQjRRErQqMz59GA1k2h9PVkE3r9PClQC9RLG8yE%252Fz6Rp3RBoD9Y%252FdSTkcvyZX6zNBwvN2dj5RLNCQFA314ChX3aYzMluU6uv87mpXNgOCA9EN94pP7ijiaWMCAdxcM2gngj3t7nDqeguGbDtoV1ujjbb0QPrN38W7%252FxV%252Fz8RvDNa2cA%252BYe98IlU0b84rSzJCM0ti2uRWRchLUarrXZMppoCHuVPG1aY0oWE74UemLum34dj0bozVhKg2qTAszweRDq0zRAgmul2nH42TtqLnot5pRraJYNgm%252FxEKrv8KVPz0mnStf8gV057JXbItfPkRHAxJgsVMJZRTFV27W2ZKDLACZVlv0%252BlEQONdyrrK40%252BE13bDMS08GtfT5GxN1kAmYyBBjFBoe%252BDML27e5Uzw%253D%253D%7Cclp%3A2334524%7Ctkp%3ABFBM_smoirZf
🎅 JBL Charge 5 Portable Waterproof Wireless Bluetooth Speaker Blue👌🆕️OpenBox,5.0,15,144.99,,https://www.ebay.com/itm/265403037003?epid=22046187007&hash=item3dcb40f54b:g:hh8AAOSwo3phjwoX
JBL Flip 5 Portable Waterproof Speaker - Midnight Black( jblflip5blkam),4.5,429,75.0,,https://www.ebay.com/itm/393784794616?epid=16033532037&hash=item5baf671df8:g:GvUAAOSwU-1hoUG~
"4x JBL STAGE3 637F 6.5"" CAR AUDIO STEREO 3-WAY 450W COAXIAL SPEAKERS 6-1/2 INCH",0.0,0,119.99,,https://www.ebay.com/itm/224305872793?_trkparms=ispr%3D1&hash=item3439abff99:g:K3sAAOSw5BVf9Laj&amdata=enc%3AAQAGAAACkPYe5NmHp%252B2JMhMi7yxGiTJkPrKr5t53CooMSQt2orsSvtkx670Z0mbyfWqmxLFLYYv0VvSdtAKCd13825GXWD0fmHilqM6P%252Fe91HgivRqOz9nbpbec%252FyWVPm1hZnG%252FRWgQTbCUqE8ygsBUmKKq0CtsK6ll%252BEZG07cqYZWR2wb%252F%252FMrlDa8gExm7WTq8Tnd4uKCw8Rhh6MoQArEYr0rBGnIKiXLAcOmr8jAH9yfgE%252BrnQtgmHS1C9FaOghqLYyXMxMjfMLmD7WB%252BF9U%252F1VFS8HSGV3dDd%252BAMdyXFI1xjdife9sOXUKgk7dyQVHfy%252Bpwm%252FfVB8cUpeMVsgOU%252FGesjIcrx793gzlSHJqhHBDn1ot7YtxaJGzoMo6mrKZm17PavFHpcaptp5ZMQMId2upuIL81cjvod%252FdnQZ15XepL7nbZ2K4R6pw2d5BJPTezEiHUCPRjpFkedtD46O6i6pcsY1S9eJcYv3NSfduOZZhIS0iVxAfGeDLg6wqehBQeptFTzJ%252FbwiAVECaaXknpR7MHqzMN5sTBHSaxlT4l2dKqWXYBtouJSukQ%252Bj2YKj%252FfdBvF5ID1uSXHxgccbaXM4peJIGd0%252F90pCcnYQHf4jpuaHek9iYAck6s2wXGdz0rnoiLaXso2%252Fu%252Fh0SuybIz7OboDtiIK5qyf0i%252FkTs7cP30qaoghVjAhpG2hahx9qUM%252FkyKC2T6SI8uKJaMVmu3AZYQpV%252FpYPkjNauqoh1c8rZav8sl6f%252B7DP8FnfHtXkY9UOqr6%252FGpcc6DAqcO1ALXbgNuaMN5Z2N3ls4to1w1Z1CLgtzU%252Bfas%252FPdb7%252BsFf9uSwGaNOJpfzmSmhBEYR3Azenh4jSicuF1Edv2ANrtHXHfRnkHQ%252B1v%7Cclp%3A2334524%7Ctkp%3ABFBMgMqoirZf
JBL Xtreme 2 Portable Bluetooth Waterproof Speaker - Black - Factory Sealed New,5.0,356,107.5,,https://www.ebay.com/itm/185208354452?epid=17029957186&hash=item2b1f473694:g:czwAAOSwsEphrPTk
"JBL LX55 3 - WAY (10"") LARGE BOOKSHELF SPEAKERS",0.0,0,325.0,,https://www.ebay.com/itm/324922536312?hash=item4ba6e47178:g:x~oAAOSwqQ5hfzFw
JBL Xtreme Portable Bluetooth Waterproof Wireless Speaker,0.0,0,79.99,,https://www.ebay.com/itm/194584714248?hash=item2d4e271c08:g:358AAOSw8Zhhrjgr
PAIR vintage speakers - JBL LANSING D208,0.0,0,9.99,,https://www.ebay.com/itm/115137761562?hash=item1acebed11a:g:ZSEAAOSw6hZhtQ0O
JBL Boombox Waterproof Portable Bluetooth Speaker - Black,4.5,47,176.5,,https://www.ebay.com/itm/363652554109?epid=18019250001&hash=item54ab619d7d:g:A7IAAOSw2mhhtCWo
Pair Of JBL 4343,0.0,0,7800.0,,https://www.ebay.com/itm/184395808617?hash=item2aeed8bf69:g:2A4AAOSw3WhfMJoG
JBL L300/4333 Charge-Coupled Crossover Circuit Boards - One Pair,0.0,0,74.95,,https://www.ebay.com/itm/124835853916?hash=item1d10cbf65c:g:d9QAAOSw2oheL38H
JBL Charge 3 Waterproof Portable Speaker,4.5,75,53.0,,https://www.ebay.com/itm/334244875895?epid=224817203&hash=item4dd28c0e77:g:B6EAAOSw8MZhkx3O
JBL 4333A  Speakers USA,0.0,0,6500.0,,https://www.ebay.com/itm/133527639385?hash=item1f16de1559:g:S7MAAOSwkplfa4Lb
Original JBL GO 2 - Bluetooth Speaker Portable - New Sealed (100% Authentic),0.0,0,13.9,,https://www.ebay.com/itm/304252597577?hash=item46d6de3549:g:pPMAAOSwIkBhrAYL
JBL XTREME 2 PORTABLE WIRELESS WATERPROOF BLUETOOTH SPEAKER XTREME2Q BLACK,5.0,356,144.95,Free 4 day shipping,https://www.ebay.com/itm/294249283544?epid=17029957186&hash=item44829fbfd8:g:BrwAAOSwMRhg2iie
JBL Boombox Portable Bluetooth Speaker (Black),4.5,47,379.99,,https://www.ebay.com/itm/403340179569?epid=18019250001&hash=item5de8f2b871:g:G68AAOSwVA9hroL5
JBL Pulse 4 Portable Bluetooth Speaker - White Brand New In Box.,0.0,0,177.5,,https://www.ebay.com/itm/384583116337?epid=20045880882&hash=item598af0a631:g:4LYAAOSwF4xhnsPB
GREAT Sounding JBL MODEL 4312 CONTROL MONITOR SPEAKERS,0.0,0,985.0,,https://www.ebay.com/itm/154714194571?hash=item2405af428b:g:k28AAOSwW-thcyRM
JBL Charge Essential Portable Bluetooth Speaker OPEN BOX,4.5,27,70.99,,https://www.ebay.com/itm/133798235944?epid=18042924808&hash=item1f26ff0f28:g:C1UAAOSwN8Fg1Omm
New ListingGREAT SHAPE JBL Flip 5 Waterproof Portable Rechargeable Bluetooth Speaker Black,0.0,0,74.95,Free 4 day shipping,https://www.ebay.com/itm/294630090765?hash=item449952680d:g:4joAAOSwi3ZhtlF7
JBL CHARGE5BLK Charge 5 Rechargeable Portable Bluetooth Waterproof Speaker Black,4.5,40,82.0,,https://www.ebay.com/itm/194604702278?epid=15045871975&hash=item2d4f581a46:g:7hwAAOSwjAVhtNYD
"New ListingVINTAGE JBL E120-8 12"" Guitar Speaker ALL ORIGINAL Fully Tested * VERY CLEAN *",0.0,0,250.0,,https://www.ebay.com/itm/353808407362?hash=item52609fdb42:g:yaUAAOSwN4dhtYgZ
JBL Flip 5 Portable Waterproof Speaker - Midnight Black,4.5,429,59.0,,https://www.ebay.com/itm/304261445928?epid=16033532037&hash=item46d7653928:g:DugAAOSwflNhtNPC
"JBL 4311B Studio control monitor loud speakers 12""  (pair)",0.0,0,800.0,,https://www.ebay.com/itm/194459304615?hash=item2d46ad82a7:g:BrcAAOSw9h1hc2va
JBL Boombox Waterproof Portable Bluetooth Speaker - Black,4.5,47,197.5,,https://www.ebay.com/itm/125040169083?epid=18019250001&hash=item1d1cf9907b:g:~~QAAOSw5PNhrpjU
JBL Flip 5 Portable Waterproof Speaker - Ocean Blue,5.0,159,75.0,,https://www.ebay.com/itm/125044972092?epid=12033518463&hash=item1d1d42da3c:g:4ysAAOSwKaxggwwh
JBL Xtreme 3 Portable Bluetooth Speaker - Black,5.0,33,265.0,,https://www.ebay.com/itm/224728740806?epid=26043339325&hash=item3452e073c6:g:KMcAAOSw-5Jhr2GF
JBL PartyBox 100 High Power Portable Wireless Bluetooth Speaker - Black,5.0,106,339.99,,https://www.ebay.com/itm/175052237617?epid=7034689808&hash=item28c1ed2b31:g:CycAAOSwNMVhrYjp
JBL Xtreme 3 Portable Bluetooth Waterproof Speaker - Black,5.0,33,329.95,,https://www.ebay.com/itm/284363173735?epid=26043339325&_trkparms=ispr%3D1&hash=item42355daf67:g:ZtwAAOSw1vxg5flg&amdata=enc%3AAQAGAAACoPYe5NmHp%252B2JMhMi7yxGiTJkPrKr5t53CooMSQt2orsSwcmzw5CLtzTE60FqHcnq2A7HxhaNhmjcwBBaAZfmSDXlN2H2zKSzIMP7%252BLiyBBhi%252BiJlE9MsE6dTYmdL90hrJKLi1y6BnRZ1tCAZW9auZ9Cmbbq9I8tJZ4ARM8eG5R2tIuUHCGpQsxVxX%252FwozagnyOmjYY36nzlpYXk5BVOEjoe%252FDRbxfo31FgfFBXmS8jJOVvOtpDTJGJugPwZQvHQ%252FK4vslbhJHUAWkvGSEoEbjICWH131BHbeZAzRu9GoqYuLSeWtxYz8IcSJpJcw%252Bsnyqua3cTBd5luM%252BE78QS2dbU89czevRX5idqTYGObGmccmapPsXCfbfVFXdU2W%252FSuHzdA81%252Fkt8QM235uet4RKh6p360UhSY3KMJ9X2UTVISt08BWm0TcNhfBWhnE9ABYq1bFs0QmR9yKoHnRz%252FkmfMJsu9tnZ5tvqkO%252BUXLplS3nf8EXCBbdZ0kSNsW645QeXg4u97PRyamRx4TjteD0g65oVYRQelr2ikg3Dm%252FzNOd0Nx8NU5dYtr9azN9%252BQEEuJHeQOaASD9EmNRs54LDf1McQwnvNgJ6b6bDzqouSsxFGEX66y%252FTw6NQBpyBc8YvNRWNXP88cyzienTl8N7ekrbiIknbYG9IDpPLxh7KtY9umCQOxlltakOIFmSRZj%252BThFHVuxbqs4l1C71NMj5Aw3EKmPdfNRJnsoWpiOjAaPJ4Oh3PoMjt%252FDchpOkwzonMEiG79mUicYnq94oP7Ew1rthe%252FRJuddKwdqV5dMjxj3qduNm45%252BMOtbQbxEeEc5z%252B%252Blw5KrBSwHfALorUIVLsX6lP5y49cwstGMEPQFTBNPsQ9LEEEaaGWqJXGYDMcpoVFZlA%253D%253D%7Cclp%3A2334524%7Ctkp%3ABFBMgMqoirZf
JBL Charge 4 Portable Bluetooth Speaker Waterproof Battery Wireless - RED,5.0,112,114.99,,https://www.ebay.com/itm/224736464586?epid=19033159254&_trkparms=ispr%3D1&hash=item3453564eca:g:Pt8AAOSw~3lhtQSj&amdata=enc%3AAQAGAAACoPYe5NmHp%252B2JMhMi7yxGiTJkPrKr5t53CooMSQt2orsSvtkx670Z0mbyfWqmxLFLYeKCcPE%252FAVgBDbNstLv02Ar%252FveIx%252FEA9VGhb1GOohJNDHPGFUIYrPsK24C8Gu1mR6PKAfHZgWhyHDm0Q5rvl%252FDXevcPjy38QTBXI5Yr%252F%252FQWb2kxjURQCif5GP3UqCovIZZQ%252FVIrapZWDEbLlx59g953zFW8rtcKvl4QPKyQOXTulZJxYgR0CJXTJ%252BFQzxkYVKBksVyr1u75LwL%252B%252F7Ijgg2dPMcSRewsSPeIXiNFuEzhQzGvf3Ks5SVUFkfFXjQti%252BtTZeFZaAUNntxRo2zHt59lSlqsxPKT0V5ncGkvk9UQqezZIdSXGpUBFhdn7NuzYWrGHC8X1Tha8q1xp0bbCpfVk6Xko4nNDoswyHVbFSyAhqws%252B71ne9oDHyWrrOdvrfuUWIThMXdv443N8FjziSaUJJo1bZfxkUlnz4fKOER7wAoYQA0nRGUx81BzoYvaOfHVXyDFBtIX52BmRpsHEgf7T8RMxERZjDOIiLUp%252FvJPvaLhHZ8ozQ2iiUl786RcrMKx7%252BgwI9DIO2Z38fFDj%252Fhipz4fTt54sUFToMV4I6IUj0gzTBAdGCQ3lQ2XLBoeS8NrtGgMgf3WTxNm3rZPcXqC5gP8pSeP%252FSXQCVhkbcP0%252FhGSfJC0fg4GemgZmJMfsrlyVY70qrOAuacZoMHud3XbJER5VxvrezH30oF59h%252Fr23mSR1JKzyaRdzvO25hBRsabw6g5Pksg9OZ7v8LIp5hxt%252BXqkXnglTR5i1KiwuNiVprotr5O4TUHvffRoh0F301%252FXt1mDpG%252BPoIAKLWLoWoEwQ7RpC093bvZ6jaEz6kiATIbyNrWJY0izSh%252FmckDRxQ%253D%253D%7Cclp%3A2334524%7Ctkp%3ABFBM8KGpirZf
JBL PartyBox 100 High Power Portable Wireless Bluetooth Speaker - Black,5.0,106,339.99,,https://www.ebay.com/itm/175052237617?epid=7034689808&hash=item28c1ed2b31:g:CycAAOSwNMVhrYjp
"Vintage JBL 2213H 12"" Woofer,Cast Frame,Original,Working,Cone painted,4311/4312",0.0,0,178.0,,https://www.ebay.com/itm/304260621460?hash=item46d758a494:g:AWoAAOSwF5Zhs~5V
jbl Stage A130 bookshelf speakers (2 speakers),0.0,0,130.0,,https://www.ebay.com/itm/373813108367?hash=item5708ff5e8f:g:V~QAAOSwm21hnRPy
JBL L40 SPEAKERS--NICE--WORK GREAT,0.0,0,400.0,,https://www.ebay.com/itm/194582394694?hash=item2d4e03b746:g:p60AAOSwQndgNqlE
Jbl 4315 Studio Monitors Consecutive Seriel numbers,0.0,0,2100.0,,https://www.ebay.com/itm/284562646390?hash=item4241416576:g:nnwAAOSwuwphSWnT
"JBL D130 Speaker Jim Lansing Signature Version 16 OHM 15"" Vintage",0.0,0,195.0,,https://www.ebay.com/itm/265429673550?hash=item3dccd7664e:g:C4YAAOSwui1hplue
JBL C-38 Baron Speakers Fully Restored by PuckerBrush Audio,0.0,0,2500.0,,https://www.ebay.com/itm/274968062501?hash=item40055faa25:g:cYwAAOSw7exhVQWE
"JBL 2225J 15"" woofers pair",0.0,0,199.0,,https://www.ebay.com/itm/255258558503?hash=item3b6e988027:g:DioAAOSwWLphqVye
New ListingJBL PartyBox 100 High Power Portable Wireless Bluetooth Speaker (Black) - New,5.0,106,319.99,Free 4 day shipping,https://www.ebay.com/itm/165229198498?epid=7034689808&hash=item26786d7ca2:g:lQoAAOSw9TNhtVGM
"New JBL Xtreme 3 Portable Bluetooth Waterproof Speaker, 15Hr Battery - Camo",5.0,1,295.0,,https://www.ebay.com/itm/115055742221?epid=23043339847&hash=item1ac9db4d0d:g:9NcAAOSw3f5hcFmf
JBL Theater Speaker System MODEL 4670 – PAIR,0.0,0,999.99,,https://www.ebay.com/itm/294443028816?hash=item448e2c1150:g:oRwAAOSw2Nlga1-C
JBL Link 10 Portable Bluetooth Speaker - Black,0.0,0,70.0,,https://www.ebay.com/itm/384572731832?hash=item598a5231b8:g:XXsAAOSwJINhrm2j
JBL D216 speaker 16ohm,0.0,0,150.0,,https://www.ebay.com/itm/144326507038?hash=item219a87ba1e:g:QEcAAOSwHbphs-DO
jbl bluetooth speaker boombox,0.0,0,8.5,,https://www.ebay.com/itm/175059368070?hash=item28c259f886:g:gAUAAOSw38ths5VP
JBL Flip 5 Portable Waterproof Speaker - Squad,5.0,53,69.99,,https://www.ebay.com/itm/313788804634?epid=21033535927&hash=item490f452e1a:g:i-AAAOSw-pdhtBhi
JBL Flip 4 Portable Bluetooth Speaker  - Black,4.5,773,31.0,,https://www.ebay.com/itm/403344431575?epid=20032261767&hash=item5de93399d7:g:BqUAAOSwsN5hsU7T
JBL Charge 5 Black Bluetooth Speaker (Open Box),0.0,0,149.97,Free 3 day shipping,https://www.ebay.com/itm/165173724400?epid=16049111972&hash=item26751f04f0:g:mUEAAOSwXUphibdB:sc:ShippingMethodExpress!58102!US!-1
Black JBL Charge 4 Portable Wireless Speaker with Cable in Bulk Pkg - REFURB,4.5,522,88.99,,https://www.ebay.com/itm/154709609446?epid=18030522444&hash=item2405694be6:g:N~wAAOSwg-5hmGSr
JBL CHARGE 4 RED Waterproof Bluetooth Wireless Speaker - Red TESTED Lot #157,5.0,112,59.99,,https://www.ebay.com/itm/175056232609?epid=19033159254&hash=item28c22a20a1:g:5c8AAOSwByBhsOr5
JBL Xtreme Extreme 1 2 Bluetooth Wireless Speaker CHARGER SUPPLY AC CABLE ONLY!,0.0,0,24.19,,https://www.ebay.com/itm/324049317287?_trkparms=ispr%3D1&hash=item4b72d82da7:g:yEEAAOSwhYNeJ00E&amdata=enc%3AAQAGAAACoPYe5NmHp%252B2JMhMi7yxGiTJkPrKr5t53CooMSQt2orsSvhAqMt0wg86xg8aAkgjQJKBnUzn84uaO1Xi1ygQYuk0Z2ijijmUaERa4bkdgW8VftoVZitMM7F757l8YIMWwTYUNzFvvif2kNC8xO2ja25QT4ecmifcFj%252FzVmYcdUjV2HNuivpNYwCeNCgYTKmEEZAer3SV8CRb37kAqHuORX%252FPepYRG5LiRjLq6WSFtZZ8xpJtQUbY1kkhhOIjjuH7UQsbmGVZpk3ySbO2AFdR4xa%252F1nLfRxHERwyZ8Xk%252BTuRG%252B8rAbpU%252BXhAE9SOVkcRJ5ozh3iRVeXO%252B85KikF9XMr6jdHBe8pnUZkXYAA1NSggKKvpZi7m9N05XGU5uHAAqahxQ5X2Mc8Ecz4BRaXtiCvDISLAAi%252BS%252BxLO%252B95B6emluoszA4iAbNmVgl9WyAi9CC4G0aciWfP8p7eKcVhf95Gx6Hi32ymMbxdAjEtWiq9PDeQv5F%252FwQC%252F2tc3OwPmrKgmDkCSr134IW2vHQBmfs9K3eq3cL4uNj96tJmAD%252FrO3yabGydoZ3Gri9nokkFh35a6Ih4L7RNvtM6LRCiJF2V9V1aQon%252BAPQtDCkc65IEtAiDWnBu%252Bgulpzj7IPJNMU7U3rHavC1KSzNOkow1upSrhxcl0aFLB%252FOXIEPKBmZU2s6AnfeTG8R4uVvWJBm00pB3o2uxPGuRi9s7que1M22DDp0SIO9aHbnLeDRA4erIRGONy7xP4hF0xqwR8kprHZOzWA90EedmR9rcGeZagAFU4pVprwp1SU%252FgqqLaN5ExjPQEV8%252BHymAAxemVRS9uPvX3MgeLZWp8K3%252B2W%252F3snRLKEsvqm%252BuO6womfFawvk7zStjoe%252Bq452v5L8572%252BhPNX86DA%253D%253D%7Cclp%3A2334524%7Ctkp%3ABFBM8KGpirZf
JBL Extreme3 Portable Bluetooth Speaker - Black,5.0,33,289.0,,https://www.ebay.com/itm/353806825076?epid=26043339325&hash=item526087b674:g:77sAAOSw2G9hqiP7
JBL Flip Essential Portable Bluetooth Speaker Gun Metal Black - New,5.0,58,83.81,,https://www.ebay.com/itm/393773432865?epid=18042308755&hash=item5baeb9c021:g:IwgAAOSwi61hsDiK
JBL MODEL 4301 SPEAKERS,0.0,0,475.0,,https://www.ebay.com/itm/353658265373?hash=item5257acdf1d:g:ZhIAAOSwvFRhHeEF
JBL Flip 5 Waterproof Portable Wireless Bluetooth Speaker Bundle - White,0.0,0,32.0,,https://www.ebay.com/itm/144324924602?hash=item219a6f94ba:g:lKkAAOSwVjBhp2Mb
JBL Charge 3 Waterproof Portable Speaker,4.5,75,30.0,,https://www.ebay.com/itm/125045508701?epid=224817203&hash=item1d1d4b0a5d:g:vMQAAOSwLQZhtAAo
Genuine JBL Link 20 Portable Speaker Driver Speakers Replacement Repair - PARTS,0.0,0,21.99,,https://www.ebay.com/itm/283664469328?_trkparms=ispr%3D1&hash=item420bb84d50:g:LPoAAOSwpeBdwF51&amdata=enc%3AAQAGAAACkPYe5NmHp%252B2JMhMi7yxGiTJkPrKr5t53CooMSQt2orsSwcmzw5CLtzTE60FqHcnq2OPtTSsn1co0kSAYo%252Fo4UDIow25n0%252FeLxkXSXdI25KSD%252Br0s%252FwwZph%252BydKX1PXxfOUJn%252FuIM8tw6gEgf9y3wJv7Jfvbgp%252FIJlmWTZJXuvGGBb7A2pNW2LYELq9kFZisph9NVuiaJD56bYFjSUESUpICO%252F22kxjE5VCZDzxmphIym9WG2xu9%252FrvOGkwIF%252Fvo575V1zVTc0zUkAl0xg1LlAURVgGv%252Br%252BA1DaF0470rUi%252Fqnx7DXhqOdeepL9C9rKBcbTfDSMRbvAkECTTxCkhE2NBnNpFPnZYw4xUzhtGWFwTETNTBwSlIXhOvn7r8T6mTntBk7GVP9oH%252FQnlfqNWLrdGoZktl1jmS95tT4hf17Ld5UxEGA7kSAnHwgov436%252FZA32igVCkOFVv3efhQY09fLJbStYLbIWSUCTiiV6PgBNQrjvOothtyz6WqLwJX41WW22JjZxTELZGCbOxHule8e6gCzv0kCQ9l0s10Q8qqcG6K9Ck%252BpWxliZ5yd8PavoKnNqtVElPy9TWSSGGAO2NDyGCvGdX15pnhKx01W7aona5uNl%252B904nTOMe2n7pomBl9IIoSJlmui5ddTdDMai%252Flil%252Bhq6E7U5%252F0pTPBNjw6UlJigP9puGMEAcYSYv%252Fmy6WueE5wNKlIANbXPWYdyb3Cbrus6YWCYkQSrbbFUKKMrlk0dtSBU%252BSZTB16SSDFMdhcSdz52Oq2tDej2WWal4Odz1W0jYc3SHgXXSn%252FxHwhJBpdD%252BUkTvdUX2TSK3V5BPYLSZM96IseNCfvt3MCN3lM833lWkiqmc9onKMzBPk0UEh%7Cclp%3A2334524%7Ctkp%3ABFBM8KGpirZf
JBL Flip 3 Portable Speaker System - Black,0.0,0,19.5,,https://www.ebay.com/itm/353799538510?hash=item526018874e:g:ppsAAOSwQghhrm4O
